assessmentId,maturityLevel,statusChangeDate,riskLevel,isContextualRisk,riskFactors,attackPaths,statusCode,displayName,resourceId,assessmentKey,resourceType,resourceName,severity,assessmentTypeSkimmed,isSubAssessment,isPreview,recommendationCategory,recommendationStatusTags,dueDate,owner,governanceStatus,completionStatusNumber,completionStatus
"/subscriptions/0c98bc25-35cd-4497-a6d5-8a1770b0dc03/resourcegroups/luci-cloudsec-lab/providers/microsoft.compute/virtualmachines/vuln-vm-01/providers/microsoft.security/assessments/3b20e985-f71f-483b-b078-f30d73936d43","GA","2026-06-27T15:20:13.8450869Z","","0","","0","Unhealthy","All network ports should be restricted on network security groups associated to your virtual machine","/subscriptions/0c98bc25-35cd-4497-a6d5-8a1770b0dc03/resourcegroups/luci-cloudsec-lab/providers/microsoft.compute/virtualmachines/vuln-vm-01","3b20e985-f71f-483b-b078-f30d73936d43","microsoft.compute/virtualmachines","vuln-vm-01","High","BuiltIn","0","0","Unknown","","","","","3","Unassigned"
"/subscriptions/0c98bc25-35cd-4497-a6d5-8a1770b0dc03/resourcegroups/luci-sentinel-lab/providers/microsoft.compute/virtualmachines/win-lab-01/providers/microsoft.security/assessments/ffff0522-1e88-47fc-8382-2a80ba848f5d","GA","2026-06-27T15:20:15.080036Z","","0","","0","Unhealthy","Machines should have a vulnerability assessment solution","/subscriptions/0c98bc25-35cd-4497-a6d5-8a1770b0dc03/resourcegroups/luci-sentinel-lab/providers/microsoft.compute/virtualmachines/win-lab-01","ffff0522-1e88-47fc-8382-2a80ba848f5d","microsoft.compute/virtualmachines","win-lab-01","Medium","BuiltIn","0","0","Unknown","","","","","3","Unassigned"
"/subscriptions/0c98bc25-35cd-4497-a6d5-8a1770b0dc03/resourcegroups/luci-cloudsec-lab/providers/microsoft.compute/virtualmachines/vuln-vm-01/providers/microsoft.security/assessments/ffff0522-1e88-47fc-8382-2a80ba848f5d","GA","2026-06-27T15:20:15.080036Z","","0","","0","Unhealthy","Machines should have a vulnerability assessment solution","/subscriptions/0c98bc25-35cd-4497-a6d5-8a1770b0dc03/resourcegroups/luci-cloudsec-lab/providers/microsoft.compute/virtualmachines/vuln-vm-01","ffff0522-1e88-47fc-8382-2a80ba848f5d","microsoft.compute/virtualmachines","vuln-vm-01","Medium","BuiltIn","0","0","Unknown","","","","","3","Unassigned"
"/subscriptions/0c98bc25-35cd-4497-a6d5-8a1770b0dc03/resourcegroups/luci-cloudsec-lab/providers/microsoft.compute/virtualmachines/vuln-vm-01/providers/microsoft.security/assessments/805651bc-6ecd-4c73-9b55-97a19d0582d0","GA","2026-06-27T15:20:14.1261346Z","","0","","0","Unhealthy","Management ports of virtual machines should be protected with just-in-time network access control","/subscriptions/0c98bc25-35cd-4497-a6d5-8a1770b0dc03/resourcegroups/luci-cloudsec-lab/providers/microsoft.compute/virtualmachines/vuln-vm-01","805651bc-6ecd-4c73-9b55-97a19d0582d0","microsoft.compute/virtualmachines","vuln-vm-01","High","BuiltIn","0","0","Unknown","","","","","3","Unassigned"
"/subscriptions/0c98bc25-35cd-4497-a6d5-8a1770b0dc03/resourcegroups/luci-cloudsec-lab/providers/microsoft.compute/virtualmachines/vuln-vm-01/providers/microsoft.security/assessments/bc303248-3d14-44c2-96a0-55f5c326b5fe","GA","2026-06-27T15:20:13.448381Z","","0","","0","Unhealthy","Management ports should be closed on your virtual machines","/subscriptions/0c98bc25-35cd-4497-a6d5-8a1770b0dc03/resourcegroups/luci-cloudsec-lab/providers/microsoft.compute/virtualmachines/vuln-vm-01","bc303248-3d14-44c2-96a0-55f5c326b5fe","microsoft.compute/virtualmachines","vuln-vm-01","Medium","BuiltIn","0","0","Unknown","","","","","3","Unassigned"
"/subscriptions/0c98bc25-35cd-4497-a6d5-8a1770b0dc03/resourcegroups/luci-sentinel-lab/providers/microsoft.network/virtualnetworks/win-lab-01vnet/subnets/win-lab-01subnet/providers/microsoft.security/assessments/eade5b56-eefd-444f-95c8-23f29e5d93cb","GA","2026-06-27T15:20:13.431221Z","","0","","0","Unhealthy","Subnets should be associated with a network security group","/subscriptions/0c98bc25-35cd-4497-a6d5-8a1770b0dc03/resourcegroups/luci-sentinel-lab/providers/microsoft.network/virtualnetworks/win-lab-01vnet/subnets/win-lab-01subnet","eade5b56-eefd-444f-95c8-23f29e5d93cb","microsoft.network/virtualnetworks/subnets","win-lab-01Subnet","Low","BuiltIn","0","0","Unknown","","","","","3","Unassigned"
"/subscriptions/0c98bc25-35cd-4497-a6d5-8a1770b0dc03/resourcegroups/luci-cloudsec-lab/providers/microsoft.network/virtualnetworks/vuln-vm-01vnet/subnets/vuln-vm-01subnet/providers/microsoft.security/assessments/eade5b56-eefd-444f-95c8-23f29e5d93cb","GA","2026-06-27T15:20:13.431221Z","","0","","0","Unhealthy","Subnets should be associated with a network security group","/subscriptions/0c98bc25-35cd-4497-a6d5-8a1770b0dc03/resourcegroups/luci-cloudsec-lab/providers/microsoft.network/virtualnetworks/vuln-vm-01vnet/subnets/vuln-vm-01subnet","eade5b56-eefd-444f-95c8-23f29e5d93cb","microsoft.network/virtualnetworks/subnets","vuln-vm-01Subnet","Low","BuiltIn","0","0","Unknown","","","","","3","Unassigned"
